year,region,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,BaltimoreWashington,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boise,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,Boston,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,BuffaloRochester,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,California,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Charlotte,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,Chicago,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,CincinnatiDayton,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,Columbus,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,DallasFtWorth,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Denver,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,Detroit,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GrandRapids,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,GreatLakes,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HarrisburgScranton,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,HartfordSpringfield,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Houston,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Indianapolis,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,Jacksonville,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LasVegas,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,LosAngeles,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,Louisville,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,MiamiFtLauderdale,
2015,Midsouth,
2015,Midsouth,
2015,Midsouth,
2015,Midsouth,
2015,Midsouth,
2015,Midsouth,
2015,Midsouth,
2015,Midsouth,
2015,Midsouth,
2015,Midsouth,
2015,Midsouth,
2015,Midsouth,
2015,Midsouth,
2015,Midsouth,
2015,Midsouth,
2015,Midsouth,
2015,Midsouth,
2015,Midsouth,
2015,Midsouth,
2015,Midsouth,
2015,Midsouth,
